Gene stable ID	Transcript stable ID	Transcription start site (TSS)	NCBI gene ID	RefSeq mRNA ID	Gene name	Chromosome/scaffold name	Strand
ENSG00000167646	ENST00000391720	55166651	352909	NM_178837	DNAAF3	19	-1
ENSG00000167646	ENST00000527223	55166650	352909	NM_001256714	DNAAF3	19	-1
ENSG00000167646	ENST00000524407	55166552	352909	NM_001256715	DNAAF3	19	-1
ENSG00000172382	ENST00000302641	2720215	83886	NM_001318395	PRSS27	16	-1
ENSG00000172382	ENST00000302641	2720215	83886	NM_031948	PRSS27	16	-1
ENSG00000124313	ENST00000639161	53281598	23096	NM_001243197	IQSEC2	X	-1
ENSG00000124313	ENST00000375365	53281614	23096	NM_015075	IQSEC2	X	-1
ENSG00000124313	ENST00000396435	53321328	23096	NM_001111125	IQSEC2	X	-1
ENSG00000197838	ENST00000330436	41088472	1553	NM_000766	CYP2A13	19	1
ENSG00000244687	ENST00000371657	50113139	7335	NM_001257396	UBE2V1	20	-1
ENSG00000244687	ENST00000371674	50113173	7335	NM_001032288	UBE2V1	20	-1
ENSG00000244687	ENST00000371674	50113173	7335	NM_001257395	UBE2V1	20	-1
ENSG00000244687	ENST00000340309	50115954	7335	NM_001257393	UBE2V1	20	-1
ENSG00000244687	ENST00000340309	50115954	7335	NM_021988	UBE2V1	20	-1
ENSG00000244687	ENST00000340309	50115954	7335	NM_001282575	UBE2V1	20	-1
ENSG00000244687	ENST00000415862	50115954	7335	NM_022442	UBE2V1	20	-1
ENSG00000244687	ENST00000415862	50115954	7335	NM_001257394	UBE2V1	20	-1
ENSG00000244687	ENST00000371677	50115954	7335	NM_199144	UBE2V1	20	-1
ENSG00000244687	ENST00000617119	50113198	7335	NM_001282576	UBE2V1	20	-1
ENSG00000244687	ENST00000557021	50113198	7335	NM_001282579	UBE2V1	20	-1
ENSG00000244687	ENST00000557021	50113198	7335	NM_001282577	UBE2V1	20	-1
ENSG00000244687	ENST00000557021	50113198	7335	NM_001257399	UBE2V1	20	-1
ENSG00000244687	ENST00000557021	50113198	7335	NM_001282578	UBE2V1	20	-1
ENSG00000244687	ENST00000557021	50113198	7335	NM_001257397	UBE2V1	20	-1
ENSG00000244687	ENST00000625172	50113198	7335	NM_001257398	UBE2V1	20	-1
ENSG00000234465	ENST00000562255	43580544	390940	NM_001193622	PINLYP	19	1
ENSG00000234465	ENST00000569031	43580638	390940	NM_001321124	PINLYP	19	1
ENSG00000234465	ENST00000612042	43576800	390940	NM_001193621	PINLYP	19	1
ENSG00000160439	ENST00000415061	55063176	112724	NM_001145971	RDH13	19	-1
ENSG00000160439	ENST00000396247	55069529	112724	NM_138412	RDH13	19	-1
ENSG00000141293	ENST00000336915	48430190	8631	NM_001075099	SKAP1	17	-1
ENSG00000141293	ENST00000336915	48430190	8631	NM_003726	SKAP1	17	-1
ENSG00000166268	ENST00000552032	69825304	196446	NM_182530	MYRFL	12	1
ENSG00000141574	ENST00000269389	82333998	6398	NM_003004	SECTM1	17	-1
ENSG00000156931	ENST00000436792	184812171	23355	NM_015303	VPS8	3	1
ENSG00000156931	ENST00000625842	184812207	23355	NM_001009921	VPS8	3	1
ENSG00000156931	ENST00000287546	184812143	23355	NM_001349295	VPS8	3	1
ENSG00000156931	ENST00000287546	184812143	23355	NM_001349292	VPS8	3	1
ENSG00000156931	ENST00000287546	184812143	23355	NM_001349293	VPS8	3	1
ENSG00000156931	ENST00000287546	184812143	23355	NM_001349294	VPS8	3	1
ENSG00000169925	ENST00000303407	134068017	8019	NM_007371	BRD3	9	-1
ENSG00000234508	ENST00000432871	32200576	63940	NM_001276501	GPSM3	CHR_HSCHR6_MHC_SSTO_CTG1	-1
ENSG00000234508	ENST00000445326	32203193	63940	NM_022107	GPSM3	CHR_HSCHR6_MHC_SSTO_CTG1	-1
ENSG00000197429	ENST00000359942	45750650	3652	NM_001145349	IPP	1	-1
ENSG00000197429	ENST00000396478	45750649	3652	NM_005897	IPP	1	-1
ENSG00000162757	ENST00000294811	209784559	148304	NM_152485	C1orf74	1	-1
ENSG00000104915	ENST00000343587	13150346	8677	NM_001271611	STX10	19	-1
ENSG00000104915	ENST00000242770	13150178	8677	NM_001271609	STX10	19	-1
ENSG00000104915	ENST00000589083	13150226	8677	NM_001271610	STX10	19	-1
ENSG00000104915	ENST00000587230	13150238	8677	NM_003765	STX10	19	-1
ENSG00000159592	ENST00000355105	45686630	60313	NM_021639	GPBP1L1	1	-1
ENSG00000105755	ENST00000292147	43527244	23474	NM_001320867	ETHE1	19	-1
ENSG00000105755	ENST00000292147	43527244	23474	NM_014297	ETHE1	19	-1
ENSG00000105755	ENST00000292147	43527244	23474	NM_001320869	ETHE1	19	-1
ENSG00000105755	ENST00000292147	43527244	23474	NM_001320868	ETHE1	19	-1
ENSG00000103260	ENST00000568223	715115	79006	NM_024042	METRN	16	1
ENSG00000124216	ENST00000244050	49982999	6615	NM_005985	SNAI1	20	1
ENSG00000170558	ENST00000269141	28177446	1000	NM_001792	CDH2	18	-1
ENSG00000170558	ENST00000399380	28036585	1000	NM_001308176	CDH2	18	-1
ENSG00000141448	ENST00000269216	22169443	2627	NM_005257	GATA6	18	1
ENSG00000111344	ENST00000546530	113136224	8437	NM_001193520	RASAL1	12	-1
ENSG00000111344	ENST00000261729	113136239	8437	NM_004658	RASAL1	12	-1
ENSG00000111344	ENST00000446861	113135750	8437	NM_001193521	RASAL1	12	-1
ENSG00000111344	ENST00000548055	113135504	8437	NM_001301202	RASAL1	12	-1
ENSG00000189253	ENST00000329862	89876017	642446	NM_001164397	TRIM64B	11	-1
ENSG00000139370	ENST00000266771	128823983	121260	NM_145648	SLC15A4	12	-1
ENSG00000162062	ENST00000361837	2460080	80178	NM_025108	TEDC2	16	1
ENSG00000132912	ENST00000447998	150759109	51164	NM_016221	DCTN4	5	-1
ENSG00000132912	ENST00000424236	150758520	51164	NM_001135644	DCTN4	5	-1
ENSG00000132912	ENST00000446090	150759035	51164	NM_001135643	DCTN4	5	-1
ENSG00000212807	ENST00000391496	144232843	402317	NM_001001802	OR2A42	7	-1
ENSG00000163581	ENST00000314251	171026750	6514	NM_000340	SLC2A2	3	-1
ENSG00000163581	ENST00000314251	171026750	6514	NM_001278659	SLC2A2	3	-1
ENSG00000163581	ENST00000314251	171026750	6514	NM_001278658	SLC2A2	3	-1
ENSG00000221933	ENST00000408898	144074182	392138	NM_001004488	OR2A25	7	1
ENSG00000204246	ENST00000374781	104536856	138803	NM_001001961	OR13C3	9	-1
ENSG00000234096	ENST00000430351	29657326	4340	NM_206814	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000428719	29657332	4340	NM_001008229	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000418693	29657326	4340	NM_002433	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000420045	29657326	4340	NM_206810	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000439634	29657326	4340	NM_206811	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000417019	29657115	4340	NM_206809	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000415546	29657326	4340	NM_001170418	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000415546	29657326	4340	NM_001008228	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000234096	ENST00000548017	29657097	4340	NM_206812	MOG	CHR_HSCHR6_MHC_APD_CTG1	1
ENSG00000122687	ENST00000242257	2242198	29960	NM_013393	MRM2	7	-1
ENSG00000057294	ENST00000340811	32896840	5318	NM_001005242	PKP2	12	-1
ENSG00000057294	ENST00000070846	32896756	5318	NM_004572	PKP2	12	-1
ENSG00000071991	ENST00000262150	66604134	28513	NM_021153	CDH19	18	-1
ENSG00000071991	ENST00000540086	66604088	28513	NM_001271028	CDH19	18	-1
ENSG00000120709	ENST00000434981	138337511	51307	NM_001135647	FAM53C	5	1
ENSG00000120709	ENST00000434981	138337511	100128966	NM_001135647	FAM53C	5	1
ENSG00000120709	ENST00000239906	138338032	51307	NM_016605	FAM53C	5	1
ENSG00000120709	ENST00000239906	138338032	100128966	NM_016605	FAM53C	5	1
ENSG00000042317	ENST00000393545	88385530	55812	NM_018418	SPATA7	14	1
ENSG00000042317	ENST00000356583	88385668	55812	NM_001040428	SPATA7	14	1
ENSG00000112584	ENST00000630384	170290703	84498	NM_001286379	FAM120B	6	1
ENSG00000112584	ENST00000537664	170295321	84498	NM_001286380	FAM120B	6	1
ENSG00000112584	ENST00000476287	170306756	84498	NM_032448	FAM120B	6	1
ENSG00000112584	ENST00000625626	170306758	84498	NM_001286381	FAM120B	6	1
ENSG00000262655	ENST00000576479	13962689	10418	NM_006108	SPON1	11	1
ENSG00000276537	ENST00000620298	54347601	57348	NM_020659	TTYH1	CHR_HSCHR19LRC_COX1_CTG3_1	1
ENSG00000276537	ENST00000619453	54347677	57348	NM_001005367	TTYH1	CHR_HSCHR19LRC_COX1_CTG3_1	1
ENSG00000276537	ENST00000616929	54347582	57348	NM_001201461	TTYH1	CHR_HSCHR19LRC_COX1_CTG3_1	1
ENSG00000108854	ENST00000262435	64662068	64750	NM_022739	SMURF2	17	-1
ENSG00000175018	ENST00000532135	125683106	387718	NM_001318133	TEX36	10	-1
ENSG00000175018	ENST00000368821	125683144	387718	NM_001128202	TEX36	10	-1
ENSG00000116882	ENST00000361035	119368809	51179	NM_001005783	HAO2	1	1
ENSG00000116882	ENST00000325945	119368838	51179	NM_016527	HAO2	1	1
ENSG00000088002	ENST00000201586	48552075	6820	NM_177973	SULT2B1	19	1
ENSG00000088002	ENST00000323090	48575540	6820	NM_004605	SULT2B1	19	1
ENSG00000036257	ENST00000264414	224585348	8452	NM_003590	CUL3	2	-1
ENSG00000036257	ENST00000409096	224569825	8452	NM_001257198	CUL3	2	-1
ENSG00000036257	ENST00000344951	224585397	8452	NM_001257197	CUL3	2	-1
ENSG00000273831	ENST00000611111	537527	115399	NM_198075	LRRC56	CHR_HSCHR11_1_CTG8	1
ENSG00000156298	ENST00000378482	38561370	7102	NM_004615	TSPAN7	X	1
ENSG00000267060	ENST00000409446	42980433	100885848	NM_001142654	PTGES3L	17	-1
ENSG00000267060	ENST00000591916	42980076	100885848	NM_001261430	PTGES3L	17	-1
ENSG00000267060	ENST00000451885	42980080	100885848	NM_001142653	PTGES3L	17	-1
ENSG00000105509	ENST00000222115	51723968	3036	NM_001523	HAS1	19	-1
ENSG00000105509	ENST00000540069	51723994	3036	NM_001297436	HAS1	19	-1
ENSG00000171931	ENST00000395665	18744024	10517	NM_001267585	FBXW10	17	1
ENSG00000171931	ENST00000301938	18744075	10517	NM_001267586	FBXW10	17	1
ENSG00000151553	ENST00000369248	114821744	57700	NM_020940	FAM160B1	10	1
ENSG00000151553	ENST00000369250	114821744	57700	NM_001135051	FAM160B1	10	1
ENSG00000120314	ENST00000358337	140664676	54853	NM_017706	WDR55	5	1
ENSG00000178860	ENST00000325509	71844468	9242	NM_005098	MSC	8	-1
ENSG00000143158	ENST00000367846	167936040	25874	NM_015415	MPC2	1	-1
ENSG00000143158	ENST00000271373	167937040	25874	NM_001143674	MPC2	1	-1
ENSG00000137948	ENST00000362005	91949371	676	NM_001242805	BRDT	1	1
ENSG00000137948	ENST00000362005	91949371	676	NM_207189	BRDT	1	1
ENSG00000137948	ENST00000370389	91949371	676	NM_001242810	BRDT	1	1
ENSG00000137948	ENST00000402388	91952162	676	NM_001726	BRDT	1	1
ENSG00000137948	ENST00000394530	91949371	676	NM_001242807	BRDT	1	1
ENSG00000137948	ENST00000394530	91949371	676	NM_001242808	BRDT	1	1
ENSG00000137948	ENST00000399546	91949371	676	NM_001242806	BRDT	1	1
ENSG00000101955	ENST00000378533	38220899	8406	NM_006307	SRPX	X	-1
ENSG00000101955	ENST00000432886	38220924	8406	NM_001170751	SRPX	X	-1
ENSG00000101955	ENST00000544439	38220924	8406	NM_001170750	SRPX	X	-1
ENSG00000101955	ENST00000538295	38220924	8406	NM_001170752	SRPX	X	-1
ENSG00000153498	ENST00000283550	112376319	122258	NM_145248	SPACA7	13	1
ENSG00000055955	ENST00000266041	52830739	3700	NM_002218	ITIH4	3	-1
ENSG00000055955	ENST00000406595	52830672	3700	NM_001166449	ITIH4	3	-1
ENSG00000180336	ENST00000409122	44656472	284071	NM_001145080	MEIOC	17	1
ENSG00000232143	ENST00000454829	30601810	2794	NM_005275	GNL1	CHR_HSCHR6_MHC_MANN_CTG1	-1
ENSG00000011454	ENST00000373647	122941009	2844	NM_012197	RABGAP1	9	1
ENSG00000011454	ENST00000373647	122941009	23637	NM_012197	RABGAP1	9	1
ENSG00000011454	ENST00000616002	123033643	2844	NM_005294	RABGAP1	9	1
ENSG00000011454	ENST00000616002	123033643	23637	NM_005294	RABGAP1	9	1
ENSG00000100433	ENST00000340700	88326907	54207	NM_021161	KCNK10	14	-1
ENSG00000100433	ENST00000312350	88270911	54207	NM_138318	KCNK10	14	-1
ENSG00000100433	ENST00000319231	88323249	54207	NM_138317	KCNK10	14	-1
ENSG00000158023	ENST00000288912	121917862	144406	NM_144668	WDR66	12	1
ENSG00000158023	ENST00000397454	121918592	144406	NM_001178003	WDR66	12	1
ENSG00000112983	ENST00000254900	138178986	10902	NM_139199	BRD8	5	-1
ENSG00000112983	ENST00000454473	138178599	10902	NM_001300966	BRD8	5	-1
ENSG00000112983	ENST00000230901	138178630	10902	NM_006696	BRD8	5	-1
ENSG00000112983	ENST00000402931	138178633	10902	NM_001300962	BRD8	5	-1
ENSG00000112983	ENST00000402931	138178633	10902	NM_001300961	BRD8	5	-1
ENSG00000112983	ENST00000411594	138178669	10902	NM_001164326	BRD8	5	-1
ENSG00000108551	ENST00000225688	17496393	51655	NM_016084	RASD1	17	-1
ENSG00000108551	ENST00000579152	17496395	51655	NM_001199989	RASD1	17	-1
ENSG00000276175	ENST00000620589	54300783	11026	NM_001172654	LILRA3	CHR_HSCHR19LRC_COX1_CTG3_1	-1
ENSG00000276175	ENST00000620589	54300783	11026	NM_006865	LILRA3	CHR_HSCHR19LRC_COX1_CTG3_1	-1
ENSG00000130827	ENST00000369682	154458281	55558	NM_017514	PLXNA3	X	1
ENSG00000175224	ENST00000529655	46617541	9776	NM_001205121	ATG13	11	1
ENSG00000175224	ENST00000530500	46617563	9776	NM_001205122	ATG13	11	1
ENSG00000175224	ENST00000524625	46617577	9776	NM_014741	ATG13	11	1
ENSG00000175224	ENST00000359513	46617596	9776	NM_001205120	ATG13	11	1
ENSG00000175224	ENST00000359513	46617596	9776	NM_001142673	ATG13	11	1
ENSG00000175224	ENST00000528494	46617600	9776	NM_001205119	ATG13	11	1
ENSG00000142235	ENST00000270238	48513189	114783	NM_001080434	LMTK3	19	-1
ENSG00000006432	ENST00000554752	70809171	4293	NM_001284230	MAP3K9	14	-1
ENSG00000006432	ENST00000555993	70809534	4293	NM_033141	MAP3K9	14	-1
ENSG00000006432	ENST00000553414	70783440	4293	NM_001284232	MAP3K9	14	-1
ENSG00000006432	ENST00000611979	70765472	4293	NM_001284231	MAP3K9	14	-1
ENSG00000187051	ENST00000334678	39532855	91582	NM_194326	RPS19BP1	22	-1
ENSG00000100445	ENST00000399395	24442803	56948	NM_020195	SDR39U1	14	-1
ENSG00000100445	ENST00000538105	24442448	56948	NM_001308075	SDR39U1	14	-1
ENSG00000100445	ENST00000538105	24442448	56948	NM_001290292	SDR39U1	14	-1
ENSG00000100445	ENST00000554698	24442694	56948	NM_001290293	SDR39U1	14	-1
ENSG00000074356	ENST00000389005	3846251	55421	NM_001114118	NCBP3	17	-1
ENSG00000136883	ENST00000374118	114099057	113220	NM_138424	KIF12	9	-1
ENSG00000057019	ENST00000326840	98901689	131566	NM_080927	DCBLD2	3	-1
ENSG00000173085	ENST00000311469	83284914	27235	NM_015697	COQ2	4	-1
ENSG00000100441	ENST00000251343	24429286	23351	NM_001290256	KHNYN	14	1
ENSG00000100441	ENST00000556842	24429935	23351	NM_001290257	KHNYN	14	1
ENSG00000100441	ENST00000553935	24429938	23351	NM_015299	KHNYN	14	1
ENSG00000126581	ENST00000361523	42824263	8678	NM_001313999	BECN1	17	-1
ENSG00000126581	ENST00000361523	42824263	8678	NM_003766	BECN1	17	-1
ENSG00000126581	ENST00000590099	42824263	8678	NM_001313998	BECN1	17	-1
ENSG00000126581	ENST00000438274	42824287	8678	NM_001314000	BECN1	17	-1
ENSG00000184270	ENST00000331128	149887916	317772	NM_175065	HIST2H2AB	1	-1
ENSG00000143199	ENST00000545172	167914215	55811	NM_001167749	ADCY10	1	-1
ENSG00000143199	ENST00000367851	167914102	55811	NM_018417	ADCY10	1	-1
ENSG00000143199	ENST00000367848	167914102	55811	NM_001297772	ADCY10	1	-1
ENSG00000089057	ENST00000338244	5001499	9962	NM_005116	SLC23A2	20	-1
ENSG00000089057	ENST00000379333	5010293	9962	NM_203327	SLC23A2	20	-1
ENSG00000065485	ENST00000316218	123067070	10954	NM_006810	PDIA5	3	1
ENSG00000185010	ENST00000330287	154886317	2157	NM_019863	F8	X	-1
ENSG00000185010	ENST00000360256	155022753	2157	NM_000132	F8	X	-1
ENSG00000132323	ENST00000254654	238203729	80895	NM_030768	ILKAP	2	-1
ENSG00000121542	ENST00000492595	123201958	26984	NM_012430	SEC22A	3	1
ENSG00000274183	ENST00000620016	154884972	474382	NM_001017990	H2AFB1	X	1
ENSG00000139971	ENST00000267485	58152213	145407	NM_001001872	C14orf37	14	-1
ENSG00000139971	ENST00000334342	58152183	145407	NM_001320173	C14orf37	14	-1
ENSG00000160111	ENST00000443236	17026815	27151	NM_015692	CPAMD8	19	-1
ENSG00000205174	ENST00000624695	108884587		NM_001024607	C7orf66	7	-1
ENSG00000128052	ENST00000263923	55125589	3791	NM_002253	KDR	4	-1
ENSG00000102524	ENST00000375887	108269718	10673	NM_006573	TNFSF13B	13	1
ENSG00000102524	ENST00000430559	108269629	10673	NM_001145645	TNFSF13B	13	1
ENSG00000184678	ENST00000369155	149886652	8349	NM_003528	HIST2H2BE	1	-1
ENSG00000197081	ENST00000356956	159969099	3482	NM_000876	IGF2R	6	1
ENSG00000281930	ENST00000631519	11167456	100129361	NM_001271592	SMIM10L1	CHR_HSCHR12_3_CTG2	1
ENSG00000238289	ENST00000436531	31574447	4277	NM_001289161	MICB	CHR_HSCHR6_MHC_MCF_CTG1	1
ENSG00000238289	ENST00000436655	31574476	4277	NM_005931	MICB	CHR_HSCHR6_MHC_MCF_CTG1	1
ENSG00000238289	ENST00000436655	31574476	4277	NM_001289160	MICB	CHR_HSCHR6_MHC_MCF_CTG1	1
ENSG00000276541	ENST00000614274	10939263	50840	NM_023922	TAS2R14	CHR_HSCHR12_3_CTG2	-1
ENSG00000276541	ENST00000633828	11167807	50840	NM_001316893	TAS2R14	CHR_HSCHR12_3_CTG2	-1
ENSG00000276167	ENST00000613831	10986899	259296	NM_176890	TAS2R50	CHR_HSCHR12_3_CTG2	-1
ENSG00000104415	ENST00000250160	133191039	8840	NM_003882	WISP1	8	1
ENSG00000104415	ENST00000519433	133191069	8840	NM_001204870	WISP1	8	1
ENSG00000104415	ENST00000517423	133191084	8840	NM_001204869	WISP1	8	1
ENSG00000104415	ENST00000220856	133191137	8840	NM_080838	WISP1	8	1
ENSG00000275679	ENST00000622848	10929236	5555	NM_001110213	PRH2	CHR_HSCHR12_3_CTG2	1
ENSG00000185361	ENST00000327473	4639518	126282	NM_152362	TNFAIP8L1	19	1
ENSG00000185361	ENST00000536716	4640017	126282	NM_001167942	TNFAIP8L1	19	1
ENSG00000130023	ENST00000366772	169751622	55780	NM_001278531	ERMARD	6	1
ENSG00000130023	ENST00000392095	169751625	55780	NM_001278532	ERMARD	6	1
ENSG00000130023	ENST00000366773	169751625	55780	NM_018341	ERMARD	6	1
ENSG00000130023	ENST00000418781	169751638	55780	NM_001278533	ERMARD	6	1
ENSG00000140104	ENST00000547315	104985793	122616	NM_174891	CLBA1	14	1
ENSG00000277823	ENST00000633511	10884253	5554	NM_001291314	PRH1	CHR_HSCHR12_3_CTG2	-1
ENSG00000277254	ENST00000613662	10909562	50838	NM_023920	TAS2R13	CHR_HSCHR12_3_CTG2	-1
ENSG00000278307	ENST00000631934	11022608	259294	NM_176888	TAS2R19	CHR_HSCHR12_3_CTG2	-1
ENSG00000170779	ENST00000336219	105021148	55038	NM_017955	CDCA4	14	-1
ENSG00000170779	ENST00000392590	105021060	55038	NM_145701	CDCA4	14	-1
ENSG00000136153	ENST00000341547	75620434	4008	NM_005358	LMO7	13	1
ENSG00000136153	ENST00000321797	75760434	4008	NM_001330583	LMO7	13	1
ENSG00000136153	ENST00000465261	75760661	4008	NM_015842	LMO7	13	1
ENSG00000136153	ENST00000377534	75636658	4008	NM_001306080	LMO7	13	1
ENSG00000128276	ENST00000397468	32354885	10738	NM_006604	RFPL3	22	1
ENSG00000128276	ENST00000249007	32357867	10738	NM_001098535	RFPL3	22	1
ENSG00000217128	ENST00000307968	131796921	96459	NM_001008738	FNIP1	5	-1
ENSG00000217128	ENST00000307954	131796950	96459	NM_001346114	FNIP1	5	-1
ENSG00000217128	ENST00000510461	131797017	96459	NM_133372	FNIP1	5	-1
ENSG00000217128	ENST00000511848	131797016	96459	NM_001346113	FNIP1	5	-1
ENSG00000203852	ENST00000403683	149852619	333932	NM_001005464	HIST2H3A	1	1
ENSG00000101096	ENST00000371564	51542719	4773	NM_012340	NFATC2	20	-1
ENSG00000101096	ENST00000396009	51542719	4773	NM_001258297	NFATC2	20	-1
ENSG00000101096	ENST00000396009	51542719	4773	NM_173091	NFATC2	20	-1
ENSG00000101096	ENST00000609943	51562831	4773	NM_001258292	NFATC2	20	-1
ENSG00000101096	ENST00000609943	51562831	4773	NM_001258295	NFATC2	20	-1
ENSG00000101096	ENST00000610033	51542719	4773	NM_001258296	NFATC2	20	-1
ENSG00000101096	ENST00000414705	51562629	4773	NM_001136021	NFATC2	20	-1
ENSG00000101096	ENST00000609507	51562831	4773	NM_001258294	NFATC2	20	-1
ENSG00000177684	ENST00000322066	49964105	245928	NM_001037499	DEFB114	6	-1
ENSG00000277791	ENST00000619426	38752736	5691	NM_002795	PSMB3	17	1
ENSG00000139826	ENST00000375898	108218379	84945	NM_032859	ABHD13	13	1
ENSG00000066455	ENST00000163416	92794231	9950	NM_005113	GOLGA5	14	1
ENSG00000254535	ENST00000421491	134201748	132430	NM_001114734	PABPC4L	4	-1
ENSG00000197562	ENST00000248139	590089	57799	NM_021168	RAB40C	16	1
ENSG00000197562	ENST00000539661	589669	57799	NM_001172664	RAB40C	16	1
ENSG00000197562	ENST00000535977	589357	57799	NM_001172663	RAB40C	16	1
ENSG00000197562	ENST00000538492	590077	57799	NM_001172665	RAB40C	16	1
ENSG00000197562	ENST00000538492	590077	57799	NM_001172666	RAB40C	16	1
ENSG00000143772	ENST00000429204	226739175	3707	NM_002221	ITPKB	1	-1
ENSG00000230624	ENST00000441425	31524625	7919	NM_080598	DDX39B	CHR_HSCHR6_MHC_DBB_CTG1	-1
ENSG00000230624	ENST00000453138	31524625	7919	NM_004640	DDX39B	CHR_HSCHR6_MHC_DBB_CTG1	-1
ENSG00000231975	ENST00000452195	31510897	401250	NM_001011700	MCCD1	CHR_HSCHR6_MHC_DBB_CTG1	1
ENSG00000182359	ENST00000534815	106077349	143879	NM_001330359	KBTBD3	11	-1
ENSG00000182359	ENST00000526793	106077459	143879	NM_152433	KBTBD3	11	-1
ENSG00000182359	ENST00000531837	106077765	143879	NM_198439	KBTBD3	11	-1
ENSG00000205978	ENST00000382554	24398786	57523	NM_025081	NYNRIN	14	1
ENSG00000170903	ENST00000301919	106022227	84437	NM_001318748	MSANTD4	11	-1
ENSG00000170903	ENST00000301919	106022227	84437	NM_032424	MSANTD4	11	-1
ENSG00000170903	ENST00000301919	106022227	84437	NM_001318749	MSANTD4	11	-1
ENSG00000170903	ENST00000301919	106022227	84437	NM_001318750	MSANTD4	11	-1
ENSG00000170903	ENST00000301919	106022227	84437	NM_001318747	MSANTD4	11	-1
ENSG00000274327	ENST00000613239	10802627	50837	NM_023919	TAS2R7	CHR_HSCHR12_3_CTG2	-1
ENSG00000155827	ENST00000389120	101533851	56254	NM_019592	RNF20	9	1
ENSG00000123171	ENST00000242819	51861981	83446	NM_031290	CCDC70	13	1
ENSG00000132953	ENST00000255305	20902810	64328	NM_022459	XPO4	13	-1
ENSG00000272196	ENST00000607355	149851061	723790	NM_001040874	HIST2H2AA4	1	1
ENSG00000108349	ENST00000264645	40140323	22794	NM_007359	CASC3	17	1
ENSG00000006377	ENST00000518156	97005548	1750	NM_005222	DLX6	7	1
ENSG00000203812	ENST00000369159	149842736	8337	NM_003516	HIST2H2AA3	1	-1
ENSG00000136603	ENST00000426052	170357734	6498	NM_001145098	SKIL	3	1
ENSG00000136603	ENST00000413427	170359623	6498	NM_001145097	SKIL	3	1
ENSG00000136603	ENST00000458537	170359623	6498	NM_001248008	SKIL	3	1
ENSG00000136603	ENST00000458537	170359623	6498	NM_005414	SKIL	3	1
ENSG00000008441	ENST00000397661	12995608	4784	NM_002501	NFIX	19	1
ENSG00000008441	ENST00000587760	13023991	4784	NM_001271044	NFIX	19	1
ENSG00000008441	ENST00000588228	13024581	4784	NM_001271043	NFIX	19	1
ENSG00000204442	ENST00000375915	107866735	728215	NM_001080396	FAM155A	13	-1
ENSG00000136840	ENST00000335791	127917026	27090	NM_175039	ST6GALNAC4	9	-1
ENSG00000136840	ENST00000361444	127916996	27090	NM_175040	ST6GALNAC4	9	-1
ENSG00000175899	ENST00000318602	9116157	2	NM_000014	A2M	12	-1
ENSG00000175899	ENST00000318602	9116157	2	NM_001347423	A2M	12	-1
ENSG00000276053	ENST00000619717	54373311	3903	NM_001289025	LAIR1	CHR_HSCHR19_4_CTG3_1	-1
ENSG00000276053	ENST00000619717	54373311	3903	NM_002287	LAIR1	CHR_HSCHR19_4_CTG3_1	-1
ENSG00000276053	ENST00000618291	54378912	3903	NM_001289027	LAIR1	CHR_HSCHR19_4_CTG3_1	-1
ENSG00000276053	ENST00000620077	54373219	3903	NM_021706	LAIR1	CHR_HSCHR19_4_CTG3_1	-1
ENSG00000276053	ENST00000610549	54373349	3903	NM_001289023	LAIR1	CHR_HSCHR19_4_CTG3_1	-1
ENSG00000276053	ENST00000313038	54378805	3903	NM_001289026	LAIR1	CHR_HSCHR19_4_CTG3_1	-1
ENSG00000183978	ENST00000328434	42798704	28958	NM_001040431	COA3	17	-1
ENSG00000104442	ENST00000276569	65634207	55156	NM_018120	ARMC1	8	-1
ENSG00000104442	ENST00000458464	65634217	55156	NM_001286702	ARMC1	8	-1
ENSG00000088836	ENST00000380056	3237727	83959	NM_032034	SLC4A11	20	-1
ENSG00000088836	ENST00000380059	3238166	83959	NM_001174090	SLC4A11	20	-1
ENSG00000088836	ENST00000539553	3239190	83959	NM_001174089	SLC4A11	20	-1
ENSG00000071537	ENST00000336735	81533861	6400	NM_005065	SEL1L	14	-1
ENSG00000071537	ENST00000555824	81533833	6400	NM_001244984	SEL1L	14	-1
ENSG00000283706	ENST00000315170	46717907	29122	NM_013270	PRSS50	3	-1
ENSG00000124812	ENST00000507853	49866499	167	NM_170609	CRISP1	6	-1
ENSG00000124812	ENST00000335847	49866528	167	NM_001131	CRISP1	6	-1
ENSG00000124812	ENST00000505118	49877096	167	NM_001205220	CRISP1	6	-1
ENSG00000126562	ENST00000246914	42780678	65266	NM_001321299	WNK4	17	1
ENSG00000126562	ENST00000246914	42780678	65266	NM_032387	WNK4	17	1
ENSG00000196705	ENST00000600692	21142024	170959	NM_001319126	ZNF431	19	1
